LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,TotalSF,TotalBath,HouseAge,MSZoning_RM,Neighborhood_NridgHt,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_None,MasVnrType_Stone,ExterQual_Gd,ExterQual_TA,Foundation_CBlock,Foundation_PConc,BsmtQual_Gd,BsmtQual_TA,BsmtFinType1_GLQ,HeatingQC_TA,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Gd,FireplaceQu_None,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_Unf,GarageQual_None,GarageQual_TA,GarageCond_None,GarageCond_TA,SaleType_New,SaleCondition_Partial,SalePrice,Id
-0.1806096633238355,-0.21957814338515858,0.48900152634774396,0.8023025594340568,0.688794434656472,1.094044005437352,0.6007101083829736,-0.5375391321882863,-0.8011964215359474,1.1840239942359092,0.47939817079812896,0.7226951540879711,1.0545377647122718,-0.9560661587986471,0.7521465432717195,0.2000074695365034,0.28743517633953325,-1.0379063565053,0.6800516479457319,0.021903025549157754,1.6011368725232367,-0.7924755159187244,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,12.24769911637256,1
-0.022969186312587504,0.5574845084834298,0.48900152634774396,0.7264878835166125,0.6373562435391518,0.9922599217170146,0.09312013802893139,-0.3730213106471317,-0.621742227280684,1.2118488751931136,0.6414029470789192,0.7226951540879711,-0.2772531825496415,0.7170496190989855,0.6617233478310537,0.2000074695365034,0.5812928837694143,-1.0379063565053,0.4575632459183257,0.21616361569971754,1.6011368725232367,-0.7168477546116357,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,12.317171167298682,3
0.8177800244140685,1.3928268592421624,1.2080181333114821,0.6885805455578904,0.5344798613045114,1.4228171717168596,0.48304152434635467,0.2053616557084899,0.009151424397976247,1.6454532701095481,1.5196393658642555,0.7226951540879711,1.7204332383432284,0.7170496190989855,0.6165117501107208,1.588194906404269,1.6979521720029627,0.994597516229498,0.8819390309980988,1.1000493008847645,1.6011368725232367,-0.6790338739580913,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,12.429220196836383,5
0.3448585933803245,0.2338934184552962,1.2080181333114821,0.840209897392779,0.7916708168911124,1.065766916940032,2.130401700859019,1.5960513659235622,1.5485319344939072,-0.7961800338851336,0.4452919021074363,0.7226951540879711,0.38864229108131515,0.7170496190989855,0.7973581409920524,0.2000074695365034,0.7184264805700256,1.1557564892238272,0.6385879321235207,1.1513895997102697,0.9561141973650809,-0.8681032772258132,False,False,True,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,12.634606283893019,7
0.0821244650282445,0.5436083897000622,-0.9490316875797324,-0.638176282997384,-1.2658568278016955,-0.8941165680282559,1.0621555359775574,-0.06455039525746684,-0.2852656130520652,-0.7961800338851336,-0.9488018306246269,-1.1866188175186365,-0.9431486561805981,-0.9560661587986471,-0.9658941701009309,-1.1881799673312623,-0.5157758906354752,-1.0379063565053,-1.2426032435787997,-0.6524587374020712,-0.3339311529512308,0.644451948915961,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,11.771443882099637,11
0.8703268500844845,0.7445345896832257,1.9270347402752204,0.8781172353515011,0.8431090080084326,1.3049829006119196,1.274420432671066,0.2824793845559061,0.11289838045180038,1.8518211372088136,1.7882262318034605,2.632009125694579,3.0522241856051417,2.390165396996618,0.8425697387123853,1.588194906404269,1.2081893262864942,0.8492418832726221,0.08045856134057994,1.3165111013382453,2.2461595476813923,-0.9437310385329019,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,12.75130259456002,12
1.1856078041069804,0.39152612783435276,0.48900152634774396,0.9160245733102232,0.8945471991257528,1.3440201882207352,-1.0281922510259072,1.1024979013000986,0.9877375774462093,-0.7961800338851336,0.018963543473777822,0.7226951540879711,0.38864229108131515,0.7170496190989855,0.8877813364327182,1.588194906404269,1.7175426858316214,0.8947138877186543,0.32108133756238866,0.6074599472887022,-0.3339311529512308,-0.9437310385329019,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,12.540761149388421,14
-0.9162652227096595,-0.8662052786900911,0.48900152634774396,-2.0028404495113805,0.5859180524218316,-0.8941165680282559,-1.0281922510259072,-0.5992333152662193,-0.8068043651064243,-0.7961800338851336,-1.3452872041539292,-1.1866188175186365,-0.9431486561805981,-0.9560661587986471,0.2096073706277246,0.2000074695365034,0.42456877314014446,0.30255787610189366,1.0725174909565802,-1.1991635411115038,-1.6239765032675424,1.9679377717900135,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,11.790564777297387,16
-0.1280628376534195,1.236026716990108,-0.9490316875797324,0.840209897392779,0.7402326257737922,-0.8941165680282559,0.46227648010459843,0.12567333589949314,-0.07777170094441695,-0.7961800338851336,-0.7910603379301733,-1.1866188175186365,-0.2772531825496415,-0.9560661587986471,0.7973581409920524,0.2000074695365034,0.42456877314014446,-1.0379063565053,1.0096039326391322,-0.44709754210005087,0.311091522206925,-0.8302893965722687,False,False,True,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,11.976665770490767,19
0.0821244650282445,-0.46657305772910274,-0.9490316875797324,-0.9035276487084389,-1.2658568278016955,-0.8941165680282559,0.13465022651244393,-0.09282689583485278,0.5531219507342433,-0.7961800338851336,-0.3114409344673075,-1.1866188175186365,-0.2772531825496415,-0.9560661587986471,-1.2823753541432612,-1.1881799673312623,-0.956562451780297,-1.0379063565053,-1.2426032435787997,-0.2528369519494911,-1.6239765032675424,0.9469629941443158,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,11.842236406331555,20
